"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18"
"around",32,37,49,40,39,44,35,25,26,33,16,25,26,29,30,37,25,14
"around anymor",0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
"around can",0,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"around countri",0,2,4,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0
"around get",0,0,0,0,1,1,0,0,0,1,0,2,1,0,1,1,0,0
"around hous",0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0
"around im",0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
"around like",1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
"around look",0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
"around now",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"around oh",0,0,1,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0
"around say",1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"around somewher",1,1,2,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0
"around time",1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
"around world",0,1,2,0,0,4,1,0,0,4,0,0,0,1,0,1,0,1
"arrang",0,2,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0
"arrest",1,4,2,10,0,2,4,9,4,3,2,4,4,3,5,1,1,1
"arriv",2,4,2,1,6,4,4,6,3,4,5,2,3,4,2,0,1,1
"art",2,2,3,3,3,5,18,2,2,0,0,0,1,0,2,0,0,3
"artist",0,2,0,2,2,2,4,0,1,2,2,0,1,2,2,1,1,12
"asham",1,3,2,1,2,2,0,1,1,0,1,0,0,2,0,7,0,0
"asian",2,2,0,0,0,2,3,1,2,0,0,0,1,1,10,4,0,1
"asid",1,4,0,0,2,1,1,0,2,0,5,0,4,2,2,2,0,3
"ask",32,24,24,25,16,31,13,17,25,26,19,12,37,16,22,23,23,18
"ask dad",0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
"ask help",1,0,0,0,0,0,0,1,0,2,1,1,0,0,2,1,1,2
"ask peopl",0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1
"ask question",2,2,1,7,1,2,3,3,4,2,6,0,9,4,0,0,0,1
"ask someth",0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1
"askin",0,1,0,1,0,1,0,0,2,0,2,0,1,2,0,0,0,0
"asleep",0,0,4,0,1,4,1,1,0,0,4,0,0,1,0,1,0,0
"aspen",2,1,0,0,1,14,0,0,0,0,1,0,0,0,0,0,0,0
"aspirin",0,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"ass",86,92,77,59,35,41,38,16,24,7,19,12,16,10,9,10,10,10
"ass cartman",2,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
"ass come",1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2
"ass dude",4,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"ass hey",3,2,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0
"ass im",2,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0
"ass mr",1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
"ass oh",2,4,1,5,0,2,2,1,0,1,1,0,0,0,0,0,0,0
"ass right",0,0,1,1,0,1,2,1,1,0,1,1,0,0,0,0,1,0
"ass uh",0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
"ass well",0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
"ass yeah",2,4,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"assembl",0,0,1,0,0,0,2,1,0,0,3,2,1,1,6,4,2,0
"asshol",5,11,16,12,26,26,26,19,14,28,23,20,15,16,12,15,7,10
"asshol dont",0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,0,0
"asshol fuck",0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
"asshol get",0,0,0,0,1,0,2,0,0,1,0,1,0,0,1,1,0,0
"asshol im",0,0,0,0,1,1,0,1,1,2,0,0,0,2,0,0,0,0
"asshol just",0,0,0,0,2,0,1,0,0,1,0,1,1,1,0,0,1,0
"asshol kyle",0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0
"asshol oh",0,0,1,0,0,0,2,0,0,1,0,0,0,2,2,1,0,0
"assign",3,4,1,1,0,0,2,1,1,0,3,0,0,2,1,0,0,1
"assist",6,4,0,2,0,8,0,0,0,0,0,0,0,2,1,3,0,0
"associ",0,0,0,5,0,0,2,0,1,1,0,0,0,0,3,0,1,1
"assum",0,0,3,1,2,2,0,0,1,0,0,1,1,1,0,1,0,0
"assur",2,1,3,4,2,3,0,0,1,2,6,1,0,0,4,1,0,1
"ate",0,3,1,3,3,6,0,1,3,1,0,3,1,3,2,2,2,1
"athlet",1,0,0,0,0,0,0,9,1,0,0,0,0,0,6,1,2,1
"atmospher",0,0,1,0,0,1,1,3,1,1,0,0,0,1,0,0,0,1
"atta",1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
"atta boy",1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
"attach",1,3,2,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0
"attack",1,0,5,5,4,2,0,2,5,16,38,10,2,4,8,2,2,9
"attempt",0,0,1,4,2,3,0,1,1,1,2,2,0,2,3,4,0,1
"attend",0,3,1,1,2,9,2,0,2,1,1,0,0,0,5,0,0,0
"attent",2,9,19,23,10,6,11,5,5,15,3,5,5,6,9,7,4,6
"attent pleas",0,1,3,0,1,0,2,1,1,2,0,0,0,0,0,1,1,0
"attent student",0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0
"attitud",0,0,0,1,0,0,0,0,1,0,0,1,1,0,5,1,0,1
"attract",2,0,2,7,1,0,2,0,1,1,1,1,1,6,1,2,0,4
"audienc",0,1,0,3,14,11,7,0,5,5,1,1,5,1,4,1,2,1
"audit",0,4,0,6,0,0,0,0,6,1,0,1,0,0,0,0,0,0
"aunt",0,23,0,7,1,0,1,8,0,0,1,4,0,0,0,0,0,4
"author",0,0,4,1,1,1,3,0,3,7,2,1,3,10,2,0,1,0
"auto",0,0,0,0,5,0,1,0,0,0,0,0,4,0,0,0,1,1
"avail",1,2,0,0,1,1,2,0,1,1,0,1,2,1,1,4,4,1
"aveng",0,0,0,0,0,0,2,1,0,1,0,0,0,3,0,6,0,0
"avenu",1,2,0,3,2,1,1,0,1,2,0,0,0,0,0,1,0,0
"averag",0,2,1,0,2,0,1,0,1,0,0,1,0,1,9,3,1,0
"avoid",0,1,0,3,1,0,1,0,3,4,0,1,1,7,1,0,0,3
"aw aw",0,0,0,0,3,0,0,2,1,1,0,0,1,2,0,0,0,0
"aw awww",0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0
"aw come",2,2,2,3,2,1,2,3,0,3,3,1,6,3,0,1,0,0
"aw crap",0,0,0,3,2,3,2,0,4,0,1,1,4,4,3,0,0,0
"aw dammit",1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
"aw damnit",0,0,2,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"aw dont",0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2
"aw dude",0,2,2,5,1,3,6,3,1,1,1,2,2,3,2,0,0,1
"aw gee",1,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0
"aw god",0,0,1,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0
"aw goddammit",0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0
"aw goddamnit",0,0,0,1,3,0,0,0,1,2,0,0,0,1,0,0,0,0
"aw hell",1,3,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"aw jesus",0,0,0,2,1,0,2,0,4,1,0,0,1,1,0,0,0,0
"aw just",0,4,1,2,1,3,0,2,1,0,1,1,0,2,1,0,0,0
"aw man",0,7,5,2,3,7,4,2,4,2,2,5,0,0,2,0,0,0
"aw shit",0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,2,1,1
"aw yeah",0,0,0,0,0,3,1,0,1,0,0,0,1,4,0,0,0,1
"await",0,2,1,2,0,1,0,1,1,2,2,0,1,1,0,1,0,0
"awak",1,2,0,1,0,1,1,1,0,0,1,0,0,2,0,1,0,0
"awar",2,4,3,2,1,2,3,1,0,7,1,4,0,3,1,9,1,2
"award",7,2,2,0,0,9,3,3,0,2,7,3,2,0,33,1,5,0
"away",42,72,34,35,36,49,43,40,20,39,28,40,27,50,36,15,13,22
"away dont",1,2,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0
"away dude",0,0,0,1,0,0,2,0,1,0,0,1,1,0,1,0,0,0
"away go",0,1,1,0,0,2,0,0,1,1,0,1,0,0,0,0,0,1
"away gonna",0,2,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0
"away hey",0,1,0,0,0,2,1,1,0,1,0,1,0,1,0,1,0,0
"away im",0,0,0,0,1,0,0,1,0,2,1,0,0,2,0,0,0,0
"away just",1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
"away littl",0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,2
"away now",2,0,1,0,0,2,0,1,0,1,3,0,0,3,0,0,0,0
"away oh",0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
"away right",0,0,0,0,0,0,2,1,0,2,0,2,0,0,0,0,0,1
"away us",0,1,1,0,1,0,2,3,1,1,0,0,1,0,1,1,0,1
"away well",0,0,0,2,0,0,0,1,0,1,0,1,0,2,0,0,0,0
"away yeah",0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0
"awesom",1,1,6,13,17,27,22,18,16,6,11,18,14,13,20,11,6,13
"awesom dude",0,0,0,1,0,0,1,3,0,0,0,0,2,1,0,0,0,1
"awesom im",0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0
"awesom oh",0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,1
"awesom yeah",1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0
"awgh",0,0,2,4,1,2,1,0,0,0,1,0,1,1,0,0,0,0
"awkward",0,1,0,0,0,0,0,1,0,0,1,0,1,0,4,0,0,0
"aww",2,6,3,2,3,3,7,9,8,0,3,5,9,16,3,2,0,1
"awww",0,7,12,13,9,7,19,7,6,7,7,7,6,7,6,4,1,1
"awww now",0,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"awwwgh",0,0,1,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0
"awwww",0,0,3,3,0,5,1,4,0,0,4,0,1,2,1,0,0,0
"awwwww",0,0,0,0,0,0,1,2,1,0,1,0,2,2,0,2,0,0
"aye",3,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
"babe",1,1,4,0,1,1,3,5,0,0,2,0,3,2,2,1,3,1
"babi",23,34,25,32,22,41,22,5,8,10,1,16,22,1,48,7,10,0
"babi born",0,3,0,0,1,0,0,0,0,0,0,0,1,0,4,0,2,0
"babi come",1,1,2,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0
"babi get",0,1,1,0,0,2,2,0,1,0,0,1,0,0,1,0,0,0
"babi im",2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"babi well",1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"babih",0,0,1,1,1,0,0,0,0,0,8,0,0,6,0,0,0,0
"back",84,153,94,131,118,124,95,99,74,79,60,85,72,93,99,66,47,47
"back america",3,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0
"back back",0,0,0,0,0,1,3,0,0,2,0,3,0,1,14,0,1,0
"back butter",0,0,0,0,2,0,0,0,1,0,1,2,0,1,0,0,0,0
"back can",0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0
"back colorado",0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0
"back dont",0,6,1,1,0,1,0,2,1,4,0,2,0,1,0,0,0,2
"back dude",0,2,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1
"back get",0,2,0,0,0,0,0,0,1,3,0,1,0,0,1,1,1,0
"back give",0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
"back hey",1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
"back home",3,1,0,0,3,5,2,4,1,1,4,2,2,1,3,4,0,0
"back hous",0,0,1,3,2,2,0,0,0,0,0,1,0,1,0,1,0,1
"back im",0,2,2,0,0,0,1,2,1,1,2,3,2,0,1,0,0,0
"back insid",0,0,4,0,0,0,1,0,0,1,0,3,0,1,0,0,1,0
"back just",1,2,2,2,1,0,1,0,0,0,2,0,2,1,1,1,0,1
"back kid",0,0,0,1,1,2,0,1,0,0,0,0,0,1,1,0,0,0
"back know",0,1,0,0,0,0,0,2,1,1,1,0,0,1,2,1,0,1
"back kyle",0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
"back littl",1,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0
"back mean",0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0
"back next",0,1,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0
"back normal",4,3,0,2,0,4,1,0,0,0,0,1,0,3,3,0,1,0
"back now",4,2,0,1,2,1,0,0,1,3,1,1,4,1,1,1,0,0
"back oh",2,1,3,3,3,2,4,0,2,3,0,0,1,2,2,0,0,0
"back okay",1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1
"back place",0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1
"back pleas",0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0
"back right",0,3,1,1,0,0,1,5,1,3,1,1,2,0,1,1,0,0
"back right now",0,1,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0
"back room",0,0,1,0,1,0,0,0,0,1,0,2,1,1,0,0,0,3
"back say",1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0
"back school",1,3,0,2,1,2,0,0,0,0,0,0,1,0,1,0,0,3
"back see",1,0,0,0,2,0,1,0,2,0,0,0,0,0,1,0,0,0
"back take",0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,1,0,0
"back tell",0,2,0,0,0,2,0,0,0,0,0,1,1,1,0,1,0,0
"back thank",0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"back think",1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
"back time",1,2,0,9,1,3,5,3,0,3,0,1,0,0,0,0,0,1
"back togeth",0,1,0,2,5,0,0,0,1,0,0,0,0,1,2,1,0,0
"back uh",0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0
"back us",0,0,1,0,1,2,0,0,0,1,1,0,0,0,1,0,0,0
"back way",0,1,0,0,0,0,2,0,0,0,0,1,0,0,3,1,0,0
"back well",1,5,1,2,0,0,1,0,1,2,1,1,0,0,1,0,0,0
"back work",0,0,0,2,0,1,1,1,0,0,0,1,1,0,1,1,0,1
"back yard",0,4,0,0,2,1,0,4,1,0,0,0,0,0,2,0,1,1
"back yeah",0,0,1,1,1,1,4,1,3,1,0,1,1,0,0,0,0,1
"background",0,0,0,0,0,1,1,0,0,1,4,1,1,1,0,0,1,0
"backstab",0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
"backstag",1,0,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0
"backup",1,5,1,0,0,2,0,0,1,2,0,0,1,4,1,0,1,1
"backward",0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
"backyard",3,1,0,2,1,1,1,4,3,0,0,0,1,0,2,0,0,0
"bacon",0,0,1,3,1,0,0,0,1,0,0,0,0,0,5,1,0,0
"bad",41,71,32,39,32,33,24,34,23,30,12,29,18,29,31,32,16,13
"bad bad",6,1,5,0,0,1,0,2,1,0,0,0,0,0,2,1,0,0
"bad can",0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0
"bad cartman",0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"bad dont",0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,1
"bad enough",0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,1
"bad guy",2,1,0,1,1,0,0,0,2,1,0,0,0,5,4,0,0,0
"bad idea",1,2,1,1,1,2,1,2,0,0,1,0,1,0,4,1,0,0
"bad im",0,1,0,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0
"bad kid",2,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0
"bad kitti",3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0
"bad mkay",0,4,0,1,0,0,3,0,0,1,0,2,0,2,0,2,0,0
"bad mr",1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0
"bad news",0,2,1,3,1,0,0,1,1,0,1,0,1,0,2,0,1,0
"bad oh",0,1,0,0,1,1,1,0,0,2,0,1,0,0,0,0,0,0
"bad one",0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,0
"bad thing",0,1,1,1,1,0,0,2,2,0,0,2,1,0,1,0,0,0
"badass",2,1,7,0,0,0,1,0,0,3,0,1,6,0,0,1,0,1
"badg",0,0,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"bag",2,12,2,2,7,2,2,2,5,0,3,0,4,4,3,1,1,1
"bag head",0,3,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
"bah",0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0
"bail",0,0,1,2,2,2,2,4,3,0,4,0,1,0,0,1,1,6
"bait",1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"bake",3,0,1,2,8,3,2,0,2,1,0,0,1,6,1,2,1,0
"ball",8,44,20,21,14,36,15,17,25,35,59,20,9,17,8,20,3,11
"ball come",0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0
"ball dude",0,0,0,1,0,0,0,0,0,1,2,2,0,1,0,0,0,0
"ball get",0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
"ball im",0,0,0,0,1,0,0,1,0,2,2,0,1,0,0,0,0,0
"ball mouth",0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
"ball oh",0,2,3,1,0,0,0,0,2,1,1,0,0,1,0,0,0,0
"ball right",0,1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0
"ball yeah",0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"balloon",0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,6,1,0
"ban",0,3,0,0,8,0,4,0,0,1,3,1,1,10,0,0,1,0
"band",1,5,13,54,11,0,29,0,4,0,3,55,6,2,4,0,1,3
"bang",0,2,10,8,1,1,12,0,0,0,0,1,0,0,0,0,0,0
"banish",0,0,1,0,0,1,1,4,0,0,0,0,0,4,0,0,0,0
"bank",0,2,0,1,6,3,3,0,0,3,1,2,12,2,1,0,0,0
"bar",2,8,5,4,6,3,12,2,3,1,23,3,4,10,2,17,0,1
"barbradi",9,50,4,4,2,2,8,0,2,0,1,0,0,0,0,0,0,0
"bare",1,2,1,2,0,2,0,2,0,1,4,2,2,3,2,4,0,3
"bargain",0,2,0,1,0,1,0,9,0,1,0,0,0,0,0,1,0,0
"bark",2,3,0,0,0,7,0,2,0,20,0,0,0,1,0,0,0,1
"barn",7,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"base",3,7,2,4,13,4,4,4,7,7,2,0,2,9,8,2,4,3
"basebal",0,0,0,1,5,4,0,2,5,0,0,0,1,0,1,1,0,0
"basement",0,3,3,1,0,1,3,1,7,0,1,1,0,1,1,2,0,3
"basic",2,1,1,1,3,0,2,0,4,1,0,0,1,2,1,2,1,4
"basketbal",0,0,0,1,0,2,1,1,13,0,0,13,0,2,5,3,0,0
"bastard",28,34,15,22,11,4,11,6,7,8,3,2,3,7,0,6,1,3
"bastard dont",0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0
"bastard oh",2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"bat",1,2,0,1,1,0,1,0,11,0,0,1,0,0,0,0,0,0
"bath",0,0,1,1,2,1,1,0,0,0,2,1,1,0,0,0,0,0
"bathroom",5,5,2,1,8,6,2,2,5,8,2,0,6,3,1,20,1,37
"batteri",0,1,0,3,0,1,0,0,1,0,0,0,1,0,1,0,0,4
"battl",4,0,9,3,1,3,0,9,7,6,6,1,1,4,9,1,7,3
"battlefield",0,0,4,0,0,0,1,0,2,0,2,0,0,0,0,0,1,0
"bay",0,0,3,0,2,0,0,0,0,1,1,5,2,0,0,1,0,0
"beach",1,0,0,1,1,0,2,0,0,0,0,0,1,3,1,2,1,0
"bean",8,2,5,1,0,0,2,0,0,1,0,0,0,0,1,1,0,1
"bear",5,6,37,8,1,5,9,13,4,9,7,1,1,5,0,5,0,1
"bear oh",0,0,2,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0
"beard",1,1,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
"beast",2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1
"beat",16,9,10,9,11,8,15,8,11,8,8,21,10,10,5,16,9,3
"beat us",1,1,0,0,0,0,1,0,0,1,0,1,2,0,0,0,1,1
"beauti",28,9,9,11,3,7,3,5,9,6,2,0,3,5,3,4,12,2
"beaver",0,1,0,1,2,0,0,1,10,0,2,0,0,0,0,3,0,0
"bebe",9,10,1,3,0,55,3,5,9,0,7,1,3,1,1,2,7,0
"becam",1,3,1,2,2,1,4,1,0,1,0,2,6,1,1,3,1,1
"becom",7,11,8,19,22,27,10,12,16,12,9,14,12,19,11,14,9,10
"becom one",0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1
"bed",5,4,7,10,1,4,2,3,5,8,6,4,8,6,10,3,2,4
"bedroom",3,0,4,2,0,3,1,0,0,1,0,2,0,1,1,1,0,1
"beef",2,0,1,1,5,7,0,0,1,0,0,1,0,2,1,1,1,0
"beer",7,6,4,1,4,2,2,1,8,0,0,0,0,2,3,0,0,7
"beg",0,1,0,2,5,0,0,0,1,0,1,3,1,0,1,0,1,0
"began",0,1,0,0,0,1,0,1,2,0,0,0,1,2,1,0,0,0
"begin",10,13,13,15,3,15,3,8,11,8,4,3,2,8,4,5,4,5
"begin new",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1
"begun",1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
"behalf",1,0,0,0,0,2,0,0,0,0,0,0,0,0,4,3,2,1
"behav",0,1,2,2,2,5,1,0,0,1,0,1,1,1,0,0,0,0
"behavior",2,4,0,1,1,5,2,1,0,12,3,1,0,4,1,1,3,1
"behind",1,10,7,4,10,7,6,8,9,7,10,5,17,6,9,2,3,7
"behind back",0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
"behind us",0,1,1,0,0,0,0,0,2,0,1,1,1,0,0,0,1,0
"behold",4,4,2,0,2,3,0,1,2,1,2,1,0,0,0,0,0,2
"bein",0,0,0,5,3,4,2,0,2,1,2,4,0,2,2,7,1,0
"belief",1,1,2,3,3,2,2,0,0,1,0,1,1,1,0,1,0,0
"believ",27,31,26,48,21,63,38,29,47,54,36,17,35,32,29,46,22,24
"believ believ",1,0,0,3,0,0,0,0,2,0,0,0,1,1,0,0,0,0
"believ can",1,0,0,4,0,1,0,0,0,0,1,0,1,1,0,1,0,0
"believ im",0,1,0,1,0,0,0,0,0,2,1,0,2,0,0,2,0,0
"believ just",0,0,1,0,2,0,0,0,2,0,0,1,1,0,2,3,0,0
"believ know",1,1,0,0,0,2,0,0,1,0,0,0,2,1,1,0,0,0
"believ now",1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
"believ oh",1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
"believ peopl",0,0,0,1,0,1,0,0,1,1,0,0,2,0,0,1,0,0
"believ time",0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
"believ us",1,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0
"believ well",0,0,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0
"believ yeah",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
"belittl",0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,1,0,1
"bell",2,0,17,0,1,1,2,1,1,0,0,2,1,2,0,1,0,0
"belli",0,1,0,0,0,0,1,1,0,0,2,2,2,3,1,0,0,1
"belong",1,3,5,6,1,7,6,3,12,3,4,1,7,2,5,9,2,3
"belov",0,2,2,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0
"belt",1,2,3,1,3,0,2,0,0,0,1,0,2,1,0,6,0,0
"ben",0,0,0,0,8,0,10,0,0,0,0,0,0,1,4,8,0,0
"beneath",0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0
"benefit",0,3,0,2,0,2,0,0,0,3,0,4,1,2,2,0,1,0
"besid",1,4,1,5,2,2,3,0,1,2,3,1,2,0,2,1,2,0
"best",21,42,26,19,48,29,31,38,32,19,11,7,15,28,27,18,15,14
"best can",0,4,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
"best friend",5,17,1,3,23,7,2,9,6,6,2,0,2,14,3,5,3,0
"best friend whole",0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0
"best just",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1
"best part",0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,1,1
"best thing",0,1,2,1,1,1,2,2,0,0,0,0,0,0,1,0,0,1
"best time",0,0,0,1,0,0,1,2,0,0,1,0,1,1,1,0,2,1
"best us",0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"best way",0,1,3,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0
"bet",30,8,25,6,13,7,12,3,2,5,12,7,3,0,1,6,6,2
"bet can",3,0,1,1,1,1,0,0,0,0,2,2,0,0,0,1,0,0
"betray",0,0,0,0,1,2,0,3,0,0,2,1,5,1,1,2,14,0
"better",29,55,33,53,39,43,53,55,39,36,34,31,21,33,33,35,42,23
"better care",0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
"better come",1,0,0,1,0,1,1,1,1,1,2,1,0,0,1,1,0,0
"better dont",0,2,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0
"better get",4,8,0,1,1,3,2,3,0,4,1,0,1,2,3,2,2,0
"better go",1,0,2,0,2,0,2,0,0,1,1,0,0,0,0,1,0,0
"better good",1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"better guy",0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"better idea",1,2,0,0,0,1,1,4,0,0,0,1,1,1,2,1,3,0
"better im",0,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0
"better just",0,0,0,3,2,0,1,1,0,0,0,3,1,3,0,1,0,1
"better look",0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0
"better now",0,1,0,3,2,0,3,0,0,2,2,2,0,1,0,0,0,0
"better oh",1,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0,1,0
"better one",0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
"better place",1,0,0,0,0,0,0,1,2,1,0,0,0,5,0,1,1,0
